Data,Ostatnio,Otwarcie,Max.,Min.,Wol.,Zmiana%
14.06.2022,"46,556","46,519","46,688","46,369",,"0,25%"
15.06.2022,"46,556","46,600","46,926","46,476",,"0,00%"
16.06.2022,"47,189","46,605","47,490","46,575",,"1,36%"
17.06.2022,"46,726","47,277","47,342","46,727",,"-0,98%"
20.06.2022,"46,348","46,680","46,891","46,370",,"-0,81%"
21.06.2022,"46,281","46,425","46,574","46,259",,"-0,14%"
22.06.2022,"46,951","46,365","47,067","46,324",,"1,45%"
23.06.2022,"47,070","46,996","47,253","46,863",,"0,25%"
24.06.2022,"46,837","47,123","47,206","46,800",,"-0,50%"
27.06.2022,"46,791","46,917","47,152","46,722",,"-0,10%"
28.06.2022,"46,930","46,835","47,059","46,772",,"0,30%"
29.06.2022,"46,640","46,969","47,074","46,647",,"-0,62%"
30.06.2022,"46,961","46,690","47,108","46,481",,"0,69%"
01.07.2022,"46,832","46,983","47,261","46,811",,"-0,27%"
04.07.2022,"47,092","46,901","47,228","46,809",,"0,56%"
05.07.2022,"47,434","47,123","47,761","47,057",,"0,73%"
06.07.2022,"47,728","47,488","48,045","47,395",,"0,62%"
07.07.2022,"47,770","47,788","48,098","47,590",,"0,09%"
08.07.2022,"47,662","47,820","48,112","47,459",,"-0,23%"
11.07.2022,"47,972","47,684","48,200","47,664",,"0,65%"
12.07.2022,"48,144","48,030","48,547","47,976",,"0,36%"
13.07.2022,"48,257","48,196","48,579","48,031",,"0,23%"
14.07.2022,"48,138","48,314","48,493","47,985",,"-0,25%"
15.07.2022,"47,747","48,180","48,242","47,674",,"-0,81%"
18.07.2022,"47,915","47,817","48,038","47,631",,"0,35%"
19.07.2022,"47,449","47,955","48,039","47,471",,"-0,97%"
20.07.2022,"47,657","47,513","47,931","47,415",,"0,44%"
21.07.2022,"47,582","47,709","47,874","47,474",,"-0,16%"
22.07.2022,"47,325","47,638","47,851","47,347",,"-0,54%"
25.07.2022,"47,204","47,393","47,457","46,863",,"-0,26%"
26.07.2022,"47,560","47,250","47,702","47,049",,"0,75%"
27.07.2022,"47,823","47,612","48,173","47,469",,"0,55%"
28.07.2022,"47,532","47,842","48,035","47,502",,"-0,61%"
29.07.2022,"47,298","47,598","47,749","47,207",,"-0,49%"
01.08.2022,"47,151","47,345","47,554","47,066",,"-0,31%"
02.08.2022,"47,170","47,193","47,335","47,005",,"0,04%"
03.08.2022,"46,911","47,223","47,361","46,870",,"-0,55%"
04.08.2022,"47,065","46,965","47,357","46,929",,"0,33%"
05.08.2022,"47,029","47,126","47,208","46,869",,"-0,08%"
08.08.2022,"46,921","47,095","47,188","46,933",,"-0,23%"
09.08.2022,"46,956","46,990","47,144","46,936",,"0,07%"
10.08.2022,"46,714","47,011","47,262","46,673",,"-0,52%"
11.08.2022,"46,786","46,762","46,920","46,654",,"0,15%"
12.08.2022,"46,522","46,842","46,936","46,528",,"-0,56%"
15.08.2022,"46,756","46,606","46,982","46,522",,"0,50%"
16.08.2022,"46,669","46,813","47,085","46,624",,"-0,19%"
17.08.2022,"46,972","46,716","47,128","46,615",,"0,65%"
18.08.2022,"47,242","47,024","47,368","46,966",,"0,57%"
19.08.2022,"47,421","47,309","47,648","47,212",,"0,38%"
22.08.2022,"47,579","47,477","47,819","47,403",,"0,33%"
23.08.2022,"47,672","47,637","47,940","47,541",,"0,20%"
24.08.2022,"47,635","47,727","47,916","47,603",,"-0,08%"
25.08.2022,"47,329","47,708","47,759","47,354",,"-0,64%"
26.08.2022,"47,307","47,388","47,623","47,293",,"-0,05%"
29.08.2022,"47,303","47,452","47,594","47,232",,"-0,01%"
30.08.2022,"47,199","47,352","47,432","47,176",,"-0,22%"
31.08.2022,"47,223","47,243","47,425","47,131",,"0,05%"
01.09.2022,"47,112","47,237","47,325","47,043",,"-0,24%"
02.09.2022,"47,097","47,164","47,309","46,929",,"-0,03%"
05.09.2022,"47,162","47,163","47,463","46,985",,"0,14%"
06.09.2022,"47,268","47,223","47,445","47,043",,"0,22%"
07.09.2022,"47,004","47,309","47,424","47,037",,"-0,56%"
08.09.2022,"47,018","47,053","47,354","46,943",,"0,03%"
09.09.2022,"46,837","47,071","47,346","46,856",,"-0,38%"
12.09.2022,"46,870","47,113","47,218","46,873",,"0,07%"
13.09.2022,"47,167","46,919","47,269","46,628",,"0,63%"
14.09.2022,"47,127","47,220","47,396","47,090",,"-0,08%"
15.09.2022,"47,201","47,165","47,378","47,091",,"0,16%"
16.09.2022,"47,123","47,231","47,302","47,078",,"-0,17%"
19.09.2022,"46,994","47,203","47,267","47,010",,"-0,27%"
20.09.2022,"47,280","47,039","47,466","47,016",,"0,61%"
21.09.2022,"47,688","47,350","48,047","47,210",,"0,86%"
22.09.2022,"47,432","47,735","47,929","47,460",,"-0,54%"
23.09.2022,"47,543","47,510","47,737","47,276",,"0,23%"
26.09.2022,"47,517","47,584","47,793","47,253",,"-0,05%"
27.09.2022,"47,820","47,549","47,961","47,471",,"0,64%"
28.09.2022,"48,017","47,867","48,412","47,825",,"0,41%"
29.09.2022,"48,516","48,070","48,776","47,945",,"1,04%"
30.09.2022,"48,496","48,552","48,929","48,302",,"-0,04%"
